Unnamed: 0,0,1,2,3,4,5,6,7
3079,5.6,No tiene datos,Joel Schumacher,Jordan Melamed,"Un joven traficante de droga ve su vida desmoronarse tras el asesinato de su primo, que resulta en la detención de su mejor amigo.",93,Twelve,tt1407084
3080,4.5,No tiene datos,Mehul Kumar,"Mehul Kumar, Sameer",The daughter of an activist endangers her life by exposing corruption through the media.,159,Krantiveer: The Revolution,tt1408029
3081,4.3,14,Jonathan Glendening,Adam Phillips,"Sarah Tyler returns to her troubled family home in the isolated countryside, for a much put-off visit. As a storm rages outside, Sarah, her family and friends shore up for the night, cut off from the outside world. But something comes out of the driving rain and darkness. Something that holds a dark secret so devastating that, in one night, it could wipe out the entir... Leer todo",81,13Hrs,tt1411232
3082,No tiene datos,No tiene datos,Keidai Hattori,Katsurô Hidaka,No tiene argumento,No tiene datos,Deyueru masutazu en no kizuna XX,tt14128502
3083,7.0,No tiene datos,Yoshihiro Nakamura,Kôtarô Isaka,Aoyagi meets an old friend and ends up framed for the murder of the prime minister.,139,Gôruden suranbâ,tt1413529
3084,6.5,88,Ian Sharp,Nicolas van Pallandt,"An Afrikaner veteran of the Boer War has just immigrated to New Zealand and is hired to track a man accused of killing a soldier. While hunting through the countryside he captures his fugitive, only to learn that he's innocent of the crime. When faced with the life-changing decision to turn him in or set him free only, one man will walk away alive.",102,Tracker,tt1414378
3085,6.2,No tiene datos,Joe Francis,Joe Francis,"Laughs, bloody murder, gratuitous nudity, and a horse head killer...what more could you want?",89,Texas Frightmare Massacre,tt1416343
3086,6.4,65,Nimród Antal,Alex Litvak,"Un grupo de guerreros de élite se lanza en paracaídas a una selva desconocida, siendo cazados por miembros de una raza alienígena despiadada.",107,Predators,tt1424381
3087,6.4,No tiene datos,Woo-Ping Yuen,Chi-Long To,"China, 1861: After rescuing the Qing prince from rebels, General Su retires to start a martial arts school. His foster brother betrays him and Su barely survives. Su has a new enemy to defeat.",115,Su Qi-er,tt1425257
3088,6.3,No tiene datos,Roger Mende,Roger MendeKathleen Lohr,No tiene datos,No tiene datos,Money to Burn,tt1425930
3089,4.6,48,Rene Perez,Bradley Johnson,"A terrorist threat rises from the third world, and its target is the United States of America. A fanatical would-be dictator devises a plan to overthrow the American government. The U.S immediately forms an elite strike force to engage the new terrorist regime before it can and on U.S. soil.",87,War Machine,tt1426389
3090,4.1,27,Warren P. Sonoda,Hector Echavarria,"The best fighter in the world works two jobs. The only problem... he doesn't know he's the best. Ringo Duran, the son of Gracie Duran, a famous Argentinian kick boxer, works two jobs to make ends meet. His passion, full contact fighting. His goal, fulfill a lifelong dream of becoming a professional fighter. Ringo has put off attempts at a professional career for so lo... Leer todo",109,Unrivaled,tt1426325
3091,5.8,No tiene datos,Hervé Renoh,"Hervé Renoh, Romain Lévy","From multicultural Paris to designer Paris, Montmartre to the Champs-Elysées, sleazy sidewalks to high-end galleries... Watch out! Sam the courier is a man on a mission! On his scooter, Sam breaks every rule of the road to make good on the ""express delivery"" promise of the courier service he works for. But however hard he tries, Sam never gets a bonus from his boss, n... Leer todo",98,Coursier,tt1429429
3092,4.4,No tiene datos,Colin Theys,John Doolan,"The owner of a small-town junkyard offers a cash reward to whomever can kill her uninvited, space-suited alien guest when its spacecraft crash-lands into her barn. Every wacko within 100 miles turns out, and before long, the junkyard is transformed into a war zone of man vs. man vs. machine vs. alien vs. God only knows what.",92,Alien Opponent,tt1429382
3093,4.5,No tiene datos,Anees Bazmee,Ikram Akhtar,"Bank robbers, diamond thieves, a minister's homicide, and a hyper wife are just some of the challenges faced by a bumbling senior police officer.",139,No Problem,tt1431122
3094,6.4,No tiene datos,George Tillman Jr.,Tony Gayton,Un exconvicto se mete en una serie de asesinatos aparentemente no relacionados. Le siguen la pista un policía veterano con secretos propios y un asesino a sueldo egocéntrico.,98,Sed de venganza,tt1433108
3095,7.5,No tiene datos,Takashi Miike,Kaneo Ikegami,Varios asesinos forman un grupo con la misión suicida de asesinar a un hombre malvado.,141,13 asesinos,tt1436045
3096,No tiene datos,No tiene datos,Yue Wu,"Yubo Guo, Yue Wu",No tiene argumento,No tiene datos,Chinese Kung Fu,tt14377420
3097,4.3,No tiene datos,Stefano Milla,Maurizio Bazzano,"In a distant time and place, power is decided by a cruel game in which two teams of gladiators fight in a vast arena.",100,Gladiator Games,tt1439532
3098,5.1,No tiene datos,Claudio Fragasso,Rossella Drudi,"Colonel Moresco and twelve of his soldiers occupy a Sicilian hospital, taking all patients and doctors hostages and giving an ultimatum to the Italian Government: if Rome will not admit its role in having hided the proofs of the use of depleted uranium's weapons in the Balcan Wars and the subsequent, countless cases of cancer among the soldiers of the Italian Army due... Leer todo",107,Le ultime 56 ore,tt1440231
3099,No tiene datos,No tiene datos,Jayden Nilsson,William ArlettRylan Nilsson,No tiene datos,No tiene datos,The Spy Who Kicked Me,tt14404234
3100,6.3,No tiene datos,Anton Corbijn,Rowan Joffe,Un asesino se esconde en Italia para una última misión.,105,El americano,tt1440728
3101,6.1,No tiene datos,Sang-Jin Kim,Sang-yeol Baek,It's been 10 years since Mr. Park's gas station was attacked by No Mark motorcycle gangs.,111,Joo-yoo-so-seup-gyeok-sa-geon-too,tt1442512
3102,6.3,No tiene datos,Daniel Lee,Daniel Lee,A kung fu thriller set during the Ming Dynasty and centered on a secret service agent (Donnie Yen) in the emperor's court who is betrayed and then hunted by his colleagues.,114,14 espadas,tt1442571
3103,7.3,58,Demian Lichtenstein,"Dave Hagen, Demian Lichtenstein","Within each of us, there are special Gifts simply awaiting discovery. The sense of joy, power, fulfillment, freedom, and unconditional love that we experience in our lives is directly related to these Gifts, yet so many of us have yet to unlock their full potential, leaving us longing for a sense of happiness and fulfillment. For sister and brother team Shajen Joy Azi... Leer todo",105,The Gift,tt1445206
3104,4.4,No tiene datos,Brian A. Miller,Brian A. Miller,Two detectives investigating a gang-related shooting find themselves targeted by both gang members and crooked cops.,85,Entre la ley y la calle,tt1449379
3105,No tiene datos,No tiene datos,Haresh Patel,Gunvant Thakor,No tiene argumento,155,Tu to Sajan Mara Kadje Korani,tt14527302
3106,5.1,56,Mark McQueen,Bart Ruspoli,"Mientras el mundo sucumbe a un apocalipsis zombie, Cole, un mercenario endurecido, persigue a la única persona que puede proporcionar una cura.",96,Devil's Playground,tt1453245
3107,3.8,No tiene datos,Enzo G. Castellari,"Luca Biglione, Sandro Cecca","Three young people - Roy, Linda and José - who become pirates because they end up involved in the drug traffic. Out of need and greed, they find themselves caught up in something much bigger than them. It all begins as a joke but gradually becomes a cruel and dangerous game all the way to the final catharsis. The three main characters, Roy, his sister Linda and her bo... Leer todo",90,Caribbean Basterds,tt1455613
3108,4.5,No tiene datos,Kookie Gulati,Shiraz Ahmed,A wanted thief races against time to find an antique coin after he commits the biggest heist of his life and wakes up the next day with no memories.,138,Prince,tt1455816
3109,6.8,57,Michael Morrissey,Michael Morrissey,"A traumatized boy grows into a shy, determined teenager who patrols the mean streets of New York City, helping those in need and dishing out severe punishment to remorseless thugs.",97,Boy Wonder,tt1456060
3110,6.2,No tiene datos,Andrew Lau,Gordon Chan,"Chen Zhen, believed dead, returns to 1930s Shanghai under a false name. He joins a mob boss for info on the Japanese incl. a long kill list and at night fights the Japanese masked.",106,Jing wu feng yun: Chen Zhen,tt1456661
3111,6.1,No tiene datos,Stuart Beattie,John Marsden,"Cuando su país es invadido y sus familias secuestradas, ocho adolescentes se unen para luchar.",104,"Mañana, cuando la guerra empiece",tt1456941
3112,7.3,No tiene datos,Paul Haggis,Paul Haggis,Un matrimonio es sacudido cuando ella es acusada de asesinato.,133,Los próximos tres días,tt1458175
3113,6.8,No tiene datos,Chao-Bin Su,Chao-Bin Su,Zeng Jing intenta empezar una nueva vida tras traicionar a su banda y esconder los restos del monje.,117,Reign of Assassins,tt1460743
3114,2.4,No tiene datos,Dan Garcia,Dan Garcia,"It's not politics as usual, or is it? The governor of Louisiana is about to become the vice-presidential candidate for his party but a murder and an international web spanning from South Africa to Pakistan and North Korea might just get in the way.",76,Enemies Among Us,tt1462044
3115,5.4,No tiene datos,Maria Downey,Maria Downey,"A town is disrupted in the Mojave Desert when an Aryan gang terrorizes a small local high School. When a Jewish teacher is targeted by a small high school gang, she retaliates. Upon her disappearance a search ensues.",84,Vanguard,tt1462715
3116,6.8,82,Takeshi Kitano,Takeshi Kitano,"El jefe de un importante sindicato del crimen ordena a su lugarteniente que ponga orden en una banda de traficantes de drogas, un trabajo que pasa a su sufrido subordinado.",109,Outrage,tt1462667
3117,5.6,75,Ford Austin,"Ford Austin, Marc Wasserman","The story of one man's journey and personal struggle to keep his tragic life together. Will he let go, or Will he continue FALLING DOWN?",124,Falling Down,tt1463774
3118,6.0,96,David N. Donihue,David N. Donihue,"A Groundbreaking interactive DVD that plays like a video version of the ""Choose Your Own Adventure Books"" as the story follows 21 Year old Eric (the character whom the audience makes choices for) as he deals with a skull crunching breakup. Eric is a struggling musician who works a side job and just broke up with the greatest love of his life, the somewhat insane yet a... Leer todo",310,The Weathered Underground,tt1464590
3119,5.2,No tiene datos,Dennis Law,Dennis Law,"When the boss of a ruling Hong Kong triad is arrested and executed in China for counterfeiting money, mayhem ensues as the mob's leading contenders circle the throne.",91,Mit moon,tt1465499
3120,7.4,30,Meridian Leigh,Meridian Leigh,"On the 25th anniversary of his sister's rape/murder, Mitch (Maurice Benard) breaks into the home of the accused killer and tries to make the man confess.",70,Confession,tt1465477
3121,4.5,22,Ryan Combs,Kevin Carraway,"Cain's often challenged in prison by wannabes. Cain's later offered a chance to talk with kids from the hood, incl. his own son, so they don't end up in prison.",84,The Wrath of Cain,tt1465519
3122,2.9,No tiene datos,Roel Reiné,Roel Reiné,"Two young couples are tapped in a car with a grizzly bear attacking them. As they battle the creature, and contemplate their uncertain fate, secrets begin to emerge that begin to tear the group apart before the bear.",78,Bear,tt1468703
3123,6.8,No tiene datos,Kenji Kamiyama,Kenji Kamiyama,"The game is finally coming to a conclusion. The authorities are closing in on Saki and her friends, while the Selecaos' maneuvering start to bring us closer to the truth about Mr. Outside. Also, we finally learn the truth about how and why Akira wants to become the King of Eden.",90,Higashi no Eden Gekijôban II: Paradise Lost,tt1468321
3124,5.6,47,Jorma Taccone,Will Forte,"El ex agente especial MacGruber es llamado de nuevo a la acción para acabar con su archienemigo, Dieter Von Cunth, quien tiene bajo su posesión una ojiva nuclear y está decidido a destruir Washington, D.C.",90,MacGruber,tt1470023
3125,5.2,No tiene datos,Craig Tudor James,Craig Tudor James,"Two brothers are separated as Danny Stone is kidnapped, dragged off by three men from his home in South Wales. For Vince Stone it's a race against time to find out who has him and why. Vince gets closer to finding his brother but gets into some intense situations on the way, with each scene getting more violent and menacing as time goes on.",114,Trackdown,tt1470608
3126,5.5,No tiene datos,Eric Manche,Eric Manche,An atheist park ranger and a bible salesman find themselves thrown into a slimy conspiracy that threatens to destroy not just the woods - but the entire world.,55,Slimed,tt1474859
3127,6.0,55,Takashi Yamazaki,"Leiji Matsumoto, Shimako Sato, Yoshinobu Nishizaki","In 2199, the crew of the space battleship Yamato embark on a dangerous journey to the planet Iskandar to acquire a device that will rejuvenate the war-ravaged Earth.",138,Space Battleship Yamato,tt1477109
3128,5.4,No tiene datos,Hidetomo Matsuda,Toshio Terada,No tiene argumento,123,"Kôshônin: The movie - Taimu rimitto kôdo 10,000 m no zunôsen",tt1478965
3129,4.8,No tiene datos,Raul Inglis,Raul Inglis,A security guard uncovers more than he bargained for.,100,Transparency,tt1479398
3130,4.1,No tiene datos,Michael Vincent,Michael Vincent,A city girl on a family journey meets the love of her life and a horse called Wildfire.,88,Wildfire: The Arabian Heart,tt1482957
3131,3.7,14,Sarann,Ajith Kumar,A legit-weapons dealer has 3 sons. Shiva is one of them who is subdued by his brothers. He rescues his kidnapped brother only to find himself shot by them. Then he uncovers the mystery of his father's death and takes revenge.,135,Asal,tt1483821
3132,4.4,No tiene datos,June Daguiso,June Daguiso,No tiene datos,75,Drug Related,tt1486652
3133,6.9,No tiene datos,Kenji Nakanishi,"Shûhei Fujisawa, Yasuo Hasegawa, Kenzaburô Iida","Ito is a young woman, but is not just a pretty face. She wields a sword better than a samurai; better than any man. That is until one day she finally finds someone who is her match on the sword. She is smitten, but is not available any longer. She can, however, become involved in investigating an ensuing crime. Her talent will come in handy.",107,Hana no ato,tt1487916
3134,5.6,No tiene datos,J. Horton,J. Horton,A brutal abduction goes from bad to worse when a middle-aged kidnapper falls in love with his teen victim.,89,Trap,tt1494828
3135,No tiene datos,No tiene datos,Detdrich McClure,Detdrich McClure,No tiene datos,No tiene datos,Dirty South,tt1495732
3136,6.5,64,N. Linguswamy,N. Linguswamy,"Shiva, an engineering graduate, is not serious about his job or future even when his friends advise him about life. He falls in love with a girl he saw at a bus stop and finally gets to ride with her in a car.",152,Paiyaa,tt1496832
3137,8.5,98,Thiagarajan Kumararaja,Thiagarajan Kumararaja,Una reina de la mafia deberá enfrentarse a una amante insatisfecha y una bolsa de cocaína desaparecida.,126,Aaranya Kaandam,tt1496729
3138,3.6,15,Steven Lawson,Ben Shillito,A gang of London gangsters get more than they bargained for when a group of businessmen make an offer to buy their club. They turn out to be vampires who want their land back.,92,Dead Cert,tt1499220
3139,No tiene datos,No tiene datos,Páll Sigþór Pálsson,Páll Sigþór Pálsson,No tiene datos,96,Courier,tt1500160
3140,No tiene datos,No tiene datos,Leo Fong,Leo FongPatrick Johnson,No tiene datos,No tiene datos,Hard Way Heroes,tt1503119
3141,5.1,18,Mohan Raja,Mohan Raja,"An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.",181,Thillalangadi,tt1503179
3142,No tiene datos,No tiene datos,JJ Stomp,JJ Stomp,No tiene datos,115,In III Dragon,tt1504245
3143,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt1504989
3144,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt1507005
3145,6.3,24,Jhon Doria,"Jhon Doria, Joe Greto",No tiene argumento,No tiene datos,The Grind,tt1509269
3146,5.5,80,Johnny Hickey,Johnny Hickey,"The gritty true-life story of a notorious Boston criminal and his gang who, driven by addiction and greed, commit a series of dangerous robberies during the height of the OxyContin drug trade.",111,Oxy-Morons,tt1510926
3147,6.7,No tiene datos,James Gunn,James Gunn,"Cuando su mujer cae bajo la influencia de un traficante, un tipo ordinario se convierte Crimson Bolt, un superhéroe con las mejores intenciones pero ninguna habilidad heroica.",96,Super,tt1512235
3148,7.0,No tiene datos,Jay Thames,Jay Thames,"A funny, yet dramatic, in-depth look inside the subculture of professional, competitive radio control race car drivers. Carpet Racers explores the lives of the men (and women) who's love affair with RC is timeless.",83,Carpet Racers,tt1512738
3149,8.0,73,K. Selvaraghavan,Rishabh Purohit,"Chandramouli, un famoso arqueólogo, desaparece durante una expedición científica. Anitha, una oficial del gobierno, y Lavanya, la hija de Chandramouli, se embarcan en un viaje de aventuras para encontrarlo.",183,Aayirathil Oruvan,tt1512888
3150,4.2,No tiene datos,Mark Laurnoff,Mike Calendrillo,The cost of protecting our freedom some times results in even a great nation doing terrible things. The United States is in an elevated state of panic over the recent terrorist plots around the world. The president has called for a black ops mission inside Mexico to find a suspected terrorist drop point. Once in Mexico the team of five special forces soldiers find not... Leer todo,90,Terrible Things,tt1514054
3151,3.5,No tiene datos,Timo Rose,"Andreas Schnaas, Timo Rose","In a war torn post-apocalyptic future, Karl the Butcher faces off against a new ultra-violent serial killer, dubbed Axe.",75,Karl the Butcher vs Axe,tt1517076
3152,6.0,No tiene datos,Storm Saulter,"Storm Saulter, Paul Bucknor, Joshua Bratter","The film follows warring political factions in 1970s Jamaica as they enlist the support of gangs to enforce their policies, and advance their political agenda. It is a fictionalized dramatization of real historical events, specifically, the Green Bay Massacre, where the government finally tracked down these gangs and had systematically wiped out.",104,Better Mus' Come,tt1517621
3153,3.5,No tiene datos,Michael Biehn,"Bey Logan, Nicholas Eriksson, Dan Bush","A world-renowned spiritual leader arrives in the Asian nation of Purma to give a teaching to the faithful. Accompanying him is a retinue of monks and attendants, including his personal bodyguard, Deva, a beautiful Eurasian girl with extraordinary physical prowess. As soon as Bagwun and his party reach their hotel, they are attacked by assassins from a rebel terrorist ... Leer todo",86,Shadowguard,tt1520399
3154,7.2,No tiene datos,Aaron Arendt,"Mary Mc, Ilwain","The ultimate weapon for a diamond heist: a robot known as the Remote-Operated, Nocturnally Aggressive, Lizard Device (R.O.N.A.L.D.). The problem: his behavioral aspects are a bit on the touchy side.",71,The Diamonds of Metro Valley,tt1520408
3155,5.3,No tiene datos,Neeley Lawson,Neeley Lawson,Three teenage boys have their world turned upside down by tainted moonshine. They must rescue their loved ones and battle a marauding horde of zombies while fighting their way out of town.,85,Broken Springs,tt1521709
3156,7.3,No tiene datos,Sven Kamm,"Sven Kamm, Margaret Floyd",Filmmaker Sven Kamm follows the ups and downs of the Shaolin Warriors of Chinatown and a humorous account of a cursed benefit.,87,Curse of the Shaolin,tt1522276
3157,3.9,No tiene datos,Brian Trenchard-Smith,Jason Bourque,"Cuando un eclipse solar envía una colosal ráfaga de aire superfrío hacia la Tierra, se desencadena una catastrófica cadena de acontecimientos que amenaza con envolver al mundo en hielo y comenzar una nueva Edad de Hielo.",92,Tempestad ártica,tt1523267
3158,5.1,10,Michael W. Watkins,Bear Aderhold,"Tras contraer una gran deuda con un líder criminal local, Eddie Sullivan necesita ganar mucho dinero rápidamente y para ello enlista a un amable gigante llamado Walter (superestrella de la WWE,",100,Knucklehead,tt1524131
3159,6.4,58,Shinsuke Sato,Hiroya Oku,"Después de intentar rescatar a un hombre en las vías del metro, dos adolescentes se despiertan en una habitación dominada por una misteriosa esfera negra que los envía a cazar y matar a los extraterrestres que se esconden en la Tierra.",130,Gantz,tt1525835
3160,7.7,No tiene datos,Lee Jeong-beom,Lee Jeong-beom,"El discreto encargado de una casa de empeños con un pasado oscuro se enfrenta a una red de tráfico de drogas y de órganos, con la esperanza de salvar a su única amiga: una niña.",119,El hombre sin pasado,tt1527788
3161,4.0,No tiene datos,Peng Zhang Li,Peng Zhang Li,A Shaolin Monk comes to the United States to take care of his deceased brother's son. He establishes a school with a former student who leads him into trouble with the Russian Mafia.,93,Last Kung Fu Monk,tt1527823
3162,4.0,No tiene datos,Jack Lucarelli,Jack Lucarelli,"L.A. undercover cops disregard the law to bring down the most powerful drug mob in the U.S. Loosely based on Mexico's once most powerful drug cartel leader, this journey into the drug underworld cuts to the bone and through the heart.",94,Disrupt/Dismantle,tt1528225
3163,5.7,No tiene datos,Raúl García,Raúl García,"Puerto Rico is losing confidence in its political parties that for years took over loyal fanatics. The people elected with its eyes closed their first independent governor only to have his corrupted regime overthrown by rebels. The country has revolved. Added to this chaos is the fact that a mysterious virus, which has taken over our water supply from rivers and lakes... Leer todo",114,Caos,tt1528280
3164,6.4,73,Ken Loach,Paul Laverty,The story of a private security contractor in Iraq who rejected the official explanation of his friend's death and sets out to discover the truth.,109,Route Irish,tt1528312
3165,5.7,No tiene datos,Dicky Tanuwidjaya,Dicky Tanuwidjaya,6 revenge stories intertwining one another.,83,The Devil's 6 Commandments,tt1528806
3166,4.3,No tiene datos,Lauro David Chartrand-Del Valle,Steven Seagal,"Un policía antidrogas estadounidense en Bucarest se enfrenta a un narcotraficante ruso que emplea a mujeres guapas y a una líder de una banda gitana, que saquea, viola y mata a jóvenes y ricos.",98,Nacido para matar,tt1528718
3167,5.0,No tiene datos,Thomas Cappelen Malling,Thomas Cappelen Malling,The true story of how Commander Arne Treholt and his Ninja Force saved Norway during the Cold War.,77,Norwegian Ninja,tt1528769
3168,2.4,No tiene datos,Tamás Sas,"András Kovács M.Péter Szajki, Nóra Zsigmond",No tiene argumento,No tiene datos,Szinglik éjszakája,tt1530545
3169,6.3,No tiene datos,Mustapha Khan,"Stephen Hays, Kevin Shine","A coming of age drama set in the world of stock-car dirt-track racing, against a heavy reggae soundscape. 20-year old BC, the only black kid on a very white track, sees racing as his way out - and up into manhood.",90,Rocksteady,tt1530996
3170,4.1,16,Michael Oblowitz,Joseph C. Muscat,"A slow, quiet Christmas Eve night at the police station turns into strange horror after a man enters claiming he wants to confess to murder.",96,The Traveler,tt1533084
3171,7.3,No tiene datos,Wen Jiang,Junli Guo,"In 1920s China, a bandit arrives in a remote provincial town posing as its new mayor, where he faces off against a tyrannical local nobleman.",132,Rang zi dan fei,tt1533117
3172,5.9,29,Takashi Miike,Kankurô Kudô,"Zebraman awakens fifteen years in the future, unclear on what has happened to him, and quickly discovers that the evil Zebra Queen has a hold on Tokyo.",106,Zebraman 2: Attack on Zebra City,tt1534568
3173,6.2,No tiene datos,Tung-Shing Yee,Tin-Nam Chun,"Champion competitive marksman Ken comes across an armored van robbery. He sees a policeman held hostage and shoots and kills four of the robbers. One of the robbers escapes and the policeman survives. The case is handled by Jerry Chang, whom Ken knows from having recently beaten him in a shooting match. Ken is found not guilty in court. Soon after, Ken is attacked by ... Leer todo",118,Cheung wong ji wong,tt1535495
3174,6.7,No tiene datos,Dante Lam,Man-Lung Ho,"Policeman Don Lee often works with informants but numerous too-close calls and failed missions cause him to see the world as one betrayal after another - then he meets Guy, and is given a new chance to change his views.",113,Sin yan,tt1535492
3175,6.9,86,Makoto Nakamura,"Eduard Uspenskiy, Young-hoon Park, Park Myeong-chan",Un remake de la popular película de animación soviética sobre Cheburashka y el cocodrilo Gena.,80,Cheburashka,tt1535430
3176,6.9,No tiene datos,Hun Jang,"Min-seok Jang, Joo-Ho Kim, Kwang-young Choi","A fired South Korean agent and a deserted North Korean spy meet by chance after six years and start a business partnership, each with the intention of stealing information from the other.",117,Ui-hyeong-je,tt1535491
3177,7.1,No tiene datos,Ray Costa,Ray Costa,"Hometown Glory is the true story of a small town Fire Department in the 70's. The town was expanding and the need for increased fire service led to a revolutionary idea - have teenage boys as young as 14 become the protectors of the city. With training from the slightly older firefighters after-school, weekend training sessions at a Fire Academy as well as Memphis Fir... Leer todo",65,Hometown Glory,tt1536420
3178,6.5,48,Ugur Yücel,Kubilay Tat,"When a serial killer goes after former convicted pedophiles, it is up to Police Commissioner Abbas and his Chief Celal to stop the killings.",105,Ejder Kapani,tt1538819
3179,6.1,No tiene datos,Mike Bruce,"Mike Bruce, Cameron Van Hoy","Two boys with a get rich quick scheme end up in prison, but when they meet a famed treasure hunter named Blake West with a plan to break out they agree to journey out into the unforgiving desert to uncover a mysteriously cursed artifact. Blake West's former employer, a Japanese industrialist, is determined to beat our hero to the treasure and stop the boys by any mean... Leer todo",102,Treasure of the Black Jaguar,tt1540084
3180,3.4,No tiene datos,Brian Yuzna,San Fu Maltha,"Marine biologist Skylar Shane hires an expat charter boat captain, Jack Bowman, to help her find prehistoric life form samples in the north Sumatran Sea. During the expedition, they run into some of Jack's 'friends', a gang of smugglers headquartered on a fishing platform in the middle of the sea. Tamal, an orphan sold into servitude on the fishing platform by his unc... Leer todo",86,Amphibious 3D,tt1540761
3181,7.6,No tiene datos,D.C. Osman,D.C. Osman,No tiene datos,90,Consumption,tt1545043
3182,6.8,No tiene datos,Fred Cavayé,Fred Cavayé,"Samuel, un enfermero, le salva la vida de un ladrón cuyos secuaces toman como rehén a su esposa y lo obligan a liberar a su jefe criminal.",84,Cuenta atrás,tt1545759
3183,5.6,No tiene datos,Benjamin Gourley,Benjamin Gourley,"Scott Kane (Drew Fuller), a man with a checkered past is trying to live a clean life. When his son Owen falls ill, Kane finds his only option is to turn to Daniel Morgan (William Atherton), the local kingpin of the criminal underworld. Morgan offers to help Kane's family, but double-crosses him. When Morgan tries killing Kane by employing a dirty cop, Jace Olsen (Etha... Leer todo",86,The Kane Files: Life of Trial,tt1546420
3184,5.6,No tiene datos,Edna Albano,Tulsi Albano,"A story of courage, values, wisdom, and mastery of martial arts. During the dark ages, the mystical jewel was discovered from the ancient temple. Each warlords are craving to have it for power and lord over the city.",90,The Forgotten Jewel,tt1550643
3185,7.6,No tiene datos,Chris Howell,Greg Corbin,"Every four years, thousands of young men from across the nation undertake a journey from which eleven will emerge victorious, as members of the United States Olympic Boxing Team. Sweet Science documents the progress and price paid during this grueling process. Captured at tournaments throughout the US, Sweet Science chronicles the lives of four top-ranked amateur boxe... Leer todo",118,Sweet Science,tt1550623
3186,7.3,No tiene datos,Scott L. Schwartz,Scott L. Schwartz,"What goes around, comes around; such a true statement in every effect. 'Changing Hands' tells the story of a gun, and the path it takes on its journey through different hands. From stolen roots, to unscrupulous trades, to robberies and assaults, this film follows the twists and turns of the travels of the gun through a thrilling path.",99,Changing Hands,tt1551615
3187,4.7,No tiene datos,Adrian Santiago,Adrian Santiago,"Set in a future where the American economy has fully collapsed, Nicholas Grim seeks revenge for the brutal murder of his parents by the leader of a corrupt Texas militia.",96,Grim,tt1552034
3188,No tiene datos,No tiene datos,Roosevelt S. Louima,Roosevelt S. LouimaRoosevelt Samarie L.,No tiene datos,80,Strangulation,tt1553419
3189,6.0,No tiene datos,Fernando Spiner,Antonio Di Benedetto,"Aballay was a bad tempered gaucho. After killing a man, the terrified look of the victim's son raised his consciousness about his savagery. Years go by, that kid's look doesn't leave him. Aballay knows that the kid will look for him.",100,"Aballay, el hombre sin miedo",tt1554426
3190,5.9,No tiene datos,Kyoo-tae Kim,"Kim Jae-eun, Gyu-won Jo, Hyeon-jun Kim","South Korean National Security Service normally deals with North Korea, but now NSS must deal with IRIS terrorists with a nuke.",125,Airiseu: Deo mubi,tt1555024
3191,5.7,No tiene datos,Keita Amemiya,"Keita Amemiya, Itaru Era",A knight in a suit of golden armor battles with a magical beast out to destroy the world.,97,Garo: Red Requiem,tt1554970
3192,8.0,No tiene datos,José Padilha,José Padilha,"Después de un altercado en prisión, el excapitán Nascimento, ahora oficial de seguridad de alto rango en Río de Janeiro, se ve envuelto en una sangrienta disputa política que involucra a oficiales del gobierno y grupos paramilitares.",115,Tropa de élite 2,tt1555149
3193,3.0,No tiene datos,Douglas T. Green,Douglas T. Green,A Child Protective Services employee becomes discontented with the disregard toward 'abused children' and finally decides to take matters into his own hands.,88,The Vigilante,tt1555156
3194,No tiene datos,93,Jonathan W. Stokes,Jonathan W. Stokes,No tiene datos,No tiene datos,Air,tt1558247
3195,6.1,No tiene datos,Mani Shankar,Shiraz Ahmed,"Hidden with a mysterious agenda, a sniper holds a businessman hostage in a closed phone booth, where he is ordered to obey the sniper or he will be killed.",117,Knock Out,tt1558578
3196,5.2,No tiene datos,Alexandre Arcady,"Eric Assous, Alexandre Arcady, Daniel Saint-Hamont","5 very different brothers are raised by their early widowed mother. One of them reappears after a long disappearance, trying to hide from a gang of drug dealers and shares a secret with his family. Together, the five brothers are going to find a way to avenge the memory of their assassinated father",116,Comme les cinq doigts de la main,tt1558741
3197,6.3,No tiene datos,Blake Zawadzki,Anthony Bariese,"An action/drama feature film written by Anthony Bariese, Blake J. Zawadzki, Dan Gregory, and Chris Wilson. Directed by Blake J. Zawadzki and featuring original music composed by Torion Roye. Starring Dan Gregory, Anthony Bariese, and Kimberly Boyko. The film follows a low key mercenary who is called in by a corrupt governor to rescue his daughter from her captors. One... Leer todo",76,The Animal I've Become,tt1560182
3198,8.0,No tiene datos,David Dietrich,"David Dietrich, Hunter G. Williams","In an attempt to save his crumbling marriage, a police detective extorts a recently paroled art thief into stealing valuable paintings to present to his wife as gifts.",50,Theft by Deception,tt1560988
3199,3.8,No tiene datos,Jessy Terrero,50 Cent,"Angel sale de la cárcel y se reencuentra con su amigo Rich, que le ayuda a traficar con armas en una red de tráfico de armas. Pero la policía de Detroit y el FBI han declarado la guerra al contrabando de armas.",82,Gun,tt1560954
3200,6.1,77,Jerzy Skolimowski,Jerzy Skolimowski,Un prisionero de guerra afgano intenta escapar.,83,Essential Killing,tt1561768
